pool_hash,epoch_no,ticker_name,json,metadata_url,metadata_hash,metadata_registered_tx_hash
b62d1be50110f05d414531f289ea5b1f64d1b21f07da4fbcb09af8a8,249,ANMNT,"{""description"":""ANZAC Mint Staking Pool"",""homepage"":""https://anzacmintpool.com"",""name"":""ANZACMINT"",""ticker"":""ANMNT""}",https://git.io/JtSSW,D9trHhJyv321tsd28FyM/GiJeFMUQJgRz2iYksXr0rs=,cc8fea6c0dd68760173cedb358491a2382db923f0b31c624377bec7e25c803d3
05e72c6c84298697bc55e4b5a265b2cd399572c05e5571e9bb590bd5,314,ANNE,"{""description"":""ANNE at www.celts.io"",""homepage"":""https://www.celts.io?pool=anne"",""name"":""ANNE"",""ticker"":""ANNE""}",https://www.celts.io/metadata/anne.json,qHMR4BW85kTQqbFFAGDsa3Ns0sFavRkuOsqjc9gknlU=,c91d0614971ccc843057a3b7c3688f54b49d582c773e4c67b2f88f1b325fd8ab
989d03a92eb15d8649004a9cc0558ae90aa2ac300935ef1ba511d5f0,255,ANON,"{""description"":""Anonstake is a staking infrastructure provider for Proof-of-Stake blockchains. We run secure and reliable nodes ensuring maximum efficiency and security. Visit us on Twitter and Telegram!"",""homepage"":""https://anonstake.com"",""name"":""Anonstake"",""ticker"":""ANON""}",https://anonstake.com/poolMetadata.json,LhfMNjPvLZ77Khs4WRSFSUVI4cs5P0WpxINnkPWtR3I=,f4e9a83cc4a8f3551daaea4f978824ae38a1d6034f42eb791f067ec58997a9e4
0000fc522cea692e3e714b392d90cec75e4b87542c5f9638bf9a363a,231,ANP,"{""description"":""Norwegian pool. Relays in Norway HW:https://www.youtube.com/watch?v=nj117hg3HUI intro:https://www.youtube.com/watch?v=qrGaSI0XgQo"",""homepage"":""https://www.adanorthpool.com"",""name"":""ADA NORTH POOL"",""ticker"":""ANP""}",https://www.adanorthpool.com/ANP-meta2.json,3xgyO7ViKSCPn0Ye3yLi4bw83aV//BoNdXR3Vw+B4RA=,90dfe99c21e8246516ae79130f47aa8d44d741dc4d8ce62605103e01120fd667
0000fc522cea692e3e714b392d90cec75e4b87542c5f9638bf9a363a,208,ANP,"{""description"":""Norwegian pool. Relay:US,JP,GE,AU,NO HW:https://www.youtube.com/watch?v=nj117hg3HUI intro:https://www.youtube.com/watch?v=qrGaSI0XgQo"",""homepage"":""https://www.adanorthpool.com"",""name"":""ADA NORTH POOL"",""ticker"":""ANP""}",https://www.adanorthpool.com/ANP-meta.json,wGPIZbC5R0Lkkvici3CRwqR7Ct4An2xN34kKP84Xh4c=,e759d5cc446cbf441b45731ab7d4045242b9fcff803380e678a2ffd0175c37ab
0000fc522cea692e3e714b392d90cec75e4b87542c5f9638bf9a363a,245,ANP,"{""description"":""Norwegian pool. Relays in Norway HW:https://www.youtube.com/watch?v=nj117hg3HUI intro:https://www.youtube.com/watch?v=qrGaSI0XgQo"",""homepage"":""https://www.adanorthpool.com"",""name"":""ADA NORTH POOL"",""ticker"":""ANP""}",https://www.adanorthpool.com/ANP-meta3.json,CbxF/RytaUe6Wt6jB6gsM6xrt7oRIGMuQIMDqi7kpVc=,2e1cfcb457556e3181bf13ba10e34bb3f05fdfe7ddcc1f643d9087f500cf90dd
0000fc522cea692e3e714b392d90cec75e4b87542c5f9638bf9a363a,403,ANP,"{""description"":""NBX.com - Norwegian pool. Bare metal and cloud servers located in Nordics. History of ANP: https://www.youtube.com/watch?v=Nvd4utHMOes Telegram: https://t.me/adanorthpool"",""homepage"":""https://www.adanorthpool.com"",""name"":""ADA NORTH POOL"",""ticker"":""ANP""}",https://www.adanorthpool.com/ANP-meta6.json,gv7jdgWWAM6ZqL7AZ0sSqoWqPnZ3H1e3kfEuT/Bydi4=,836c3145e3fdcc856a9107e83c55426df8804ae86e566815030b551d23c7042e
0000fc522cea692e3e714b392d90cec75e4b87542c5f9638bf9a363a,331,ANP,"{""description"":""NBX.com - Norwegian pool. Bare metal and cloud servers located in Nordics. WMT rewards promo: https://adanorthpool.com/vending-machine-rewards/ History of ANP: https://www.youtube.com/watch?v=Nvd4utHMOes Telegram: https://t.me/adanorthpool"",""homepage"":""https://www.adanorthpool.com"",""name"":""ADA NORTH POOL"",""ticker"":""ANP""}",https://www.adanorthpool.com/ANP-meta4.json,1smEkD1YkSRdIyBhWPBrsLRru+0Lw4dhIrxf6NasBbA=,701c8d4b38753d4dec5a686c40ee68b746a7eeb0f3443201574896de940a179b
00008d6abd6bf0dafbc7f64b68267f5716e1992d0e845eb22d05065b,208,ANPNL,"{""description"":""Norwegian pool. Relay:US,JP,GE,AU,NO HW:https://www.youtube.com/watch?v=nj117hg3HUI intro:https://www.youtube.com/watch?v=qrGaSI0XgQo"",""homepage"":""https://www.adanorthpool.com"",""name"":""ANP NORTHERN LIGHTS"",""ticker"":""ANPNL""}",https://www.adanorthpool.com/ANPNL-meta.json,FRNTX1UYEO6hzdQgibhOiucLKZddX9YxaQc52uwAkFA=,9e1508ce756a396d2267f38b8b698585470dc7ef5a0ee96aaf9828b891293466
0000f84794067179f37ea0d80bb2216beca93d1fb8601f427bc36906,208,ANPNL,"{""description"":""Norwegian pool. Relay:US,JP,GE,AU,NO HW:https://www.youtube.com/watch?v=nj117hg3HUI intro:https://www.youtube.com/watch?v=qrGaSI0XgQo"",""homepage"":""https://www.adanorthpool.com"",""name"":""ANP NORTHERN LIGHTS"",""ticker"":""ANPNL""}",https://www.adanorthpool.com/ANPNL-metadata.json,FRNTX1UYEO6hzdQgibhOiucLKZddX9YxaQc52uwAkFA=,944623b25b15aea909f7f696c0ecc4fe1edcd3be7f879c56ce62d79d9b13fb51
51a6135f11063eb4358395bb30cd991a36bf4e5b2e25528fb50610f7,333,ANSO,"{""description"":""Just another pool around"",""homepage"":""https://csp.lineofwork.eu"",""name"":""ANSOPool"",""ticker"":""ANSO""}",https://tinyurl.com/2p8zdhv8,ftRHs3i34p2imBZqxVZglH0WbErBgndItKZZ0vdRgE0=,175d8c4929dd74584e91da52ca8a48bd88369f4a20520d4189e455e1904a1b24
05eb264f0d2e2fbdd07c8c2d1c00dceacf1648ecf0d1fa9a9f02721c,390,ANTH,"{""description"":""1000% Luck"",""homepage"":""https://ada.userland.se"",""name"":""Userland"",""ticker"":""ANTH""}",https://ada.userland.se/md.json,A3qYu8yeOKqGED+DQs8aoe1OsJ8bVA7iB/nAizmdqd0=,e4abae28f0804021c1b0510ce55c5d3a9042721931c5469367342dc0596d04d4
05eb264f0d2e2fbdd07c8c2d1c00dceacf1648ecf0d1fa9a9f02721c,390,ANTH,"{""description"":""100% Luck"",""homepage"":""http://ada.userland.se"",""name"":""Userland"",""ticker"":""ANTH""}",http://ada.userland.se/md.json,/No2YVhkrjX+9T9syox1Jytl9+/H411X+dkLSpg4eL0=,176400360d43c1d406485fdfa17fd91de844ec94428ed7b8df4edf5f519877c8
05eb264f0d2e2fbdd07c8c2d1c00dceacf1648ecf0d1fa9a9f02721c,390,ANTH,"{""description"":""1000% Luck"",""homepage"":""http://ada.userland.se"",""name"":""Userland"",""ticker"":""ANTH""}",https://ada.userland.se/md.json,rJ5hOBRt053GDMFfa806c2SpZpPp3+fFQm1k+yTfVJI=,13589075e695945fbab31eaa7b04256090465c181595e3412ae0a084b829b248
8b315cd9c1b128c5cfe70925a786f6db96cf220bbcea8a2a9c6afdb9,303,ANTRX,"{""description"":""We are a family run staking pool based in rural midwest. Our staking pool uses a network of low cost and energy efficient raspberry pi. Our goal is to help in the decentralization of Cardano while providing a passive income to our delegators."",""homepage"":""https://antrixy.github.io/"",""name"":""Antrix"",""ticker"":""ANTRX""}",https://antrixy.github.io/poolMetaData.json,16+6gWt6q9cTgm/XCqvbgVY2QXcWpffxQK5nm/fJ6wA=,20f812315f78dd4efcef730ee8655aada87d014b18f823b700377b4146fc853f
9084ebeb011e610e695068a74fa883dac5eda55faca77107b5f40064,266,ANVIL,"{""description"":""A reliable pool with low fees and no nonsense. I am a single pool operator and family physician who is committed to creating a secure pool that allows you to receive the highest return possible. Join ANVIL today and let’s forge some Ada together!"",""homepage"":""https://anvilpool.carrd.co"",""name"":""Anvil Pool"",""ticker"":""ANVIL""}",https://git.io/JO3r0,EzqFaxZ76YKJZU8zdJGvpGy+gi4i/SIX+fXJDglG/ns=,712f8ccaac77349fd33bb818907cfdf6cdc18e1ac6cb0861aa25ff17168c3768
9c6120440ce518cc375de37536e1c0f0e28beedd4e11a7a053fb923b,361,ANVIL,"{""description"":""Building tools for Cardano"",""homepage"":""https://ada-anvil.io"",""name"":""anvil"",""ticker"":""ANVIL""}",https://tinyurl.com/3m54pbnz,45dRxRjgFbMH7ar7nKUqAzO+NyeZ0u2Sus5PG5WPVow=,b6376e6d6bff81bf753d4ef43048f36c76bcaf67a4966a4ddb4d1e4c1518bdb4
9c6120440ce518cc375de37536e1c0f0e28beedd4e11a7a053fb923b,409,ANVIL,"{""description"":""Building tools for Cardano"",""homepage"":""https://ada-anvil.io"",""name"":""anvil"",""ticker"":""ANVIL""}",https://raw.githubusercontent.com/Cardano-Forge/ap/main/me.json,Tw/5RRTrh43YWpL5coK80YnqZu6+ZDEmmP4wzqMcXEc=,d264c59356005abaa93a70b70503dda9376a9121ff812026b2f59deae94a901f
9c6120440ce518cc375de37536e1c0f0e28beedd4e11a7a053fb923b,391,ANVIL,"{""description"":""Building tools for Cardano"",""homepage"":""https://ada-anvil.io"",""name"":""anvil"",""ticker"":""ANVIL""}",https://raw.githubusercontent.com/Cardano-Forge/ap/main/m.json,2LcjkZueCT/riQJfkCuvKSLwXRpEGt4ba6CRI8B4Ebc=,f3e04f133146850dd5cdae340c7c6294fae130bcb4fcc1bd9fe33271164a9b83
a5612b0dcde1dee0eb73932ceb529d9523fab23e1544ee7d3db7aacc,258,ANZ,"{""description"":""10 percent of profits will go to developing the Cardano ecosystem in New Zealand and Australia. We're committed to being your safe and reliable ADA staking partner based in the ANZ region. Operated from New Zealand."",""homepage"":""https://anzpool.com"",""name"":""Australia New Zealand Pool"",""ticker"":""ANZ""}",https://anzpool.com/anz_pool_meta.json,kqpBy8OgQjdgn9EQ57xc+Fl5e0rO3Ipa00oDPsnFHaI=,f3ed9ab5248b715da102f6b31b26b85c51104b41d5a159f5c0c7a442346a698c
7ec66998491506e44d95c0bbeee93b154a019bbc11129754afb8d524,208,AOA01,"{""description"":""Age Of Ada Pool"",""homepage"":""https://aoapool.club"",""name"":""AOA01"",""ticker"":""AOA01""}",https://aoapool.club/aoapoolmeta.json,orkN/KZUDt1/ybgwAzUPnjwjTEU6Bp8Kz1e5tBSiqwY=,4e64aefc15518d78e047c04991069a28ccf1b8663c35436ed4e143b8a59548ed
5b9a5633289c52003d359bce18f77f571a701fd3942a52bde3262558,214,AOAUS,"{""description"":""Australian Owned and Operated Cardano Pool"",""homepage"":""https://adaocean.com.au"",""name"":""ADA Ocean Australia"",""ticker"":""AOAUS""}",https://cybercyclone.github.io/aoaus.github.io/,N6yihKt6hfwg2YUcqSZM4diJzwEc2zA+slRRtzT7G9o=,03df47f456669aa532f06c5a51a36c1ee2a67bd319abe5b130abede131042fd8
eaa28db3bf0b7bb815b552fc9e0cecdda62933ce6c67067183c79acd,323,AOS,"{""description"":""Official Army of Spies Stake Pool"",""homepage"":""armyofspies.io"",""name"":""Army of Spies"",""ticker"":""AOS""}",https://tinyurl.com/aos-pool,ejrYyuI+4ZZPzEHLFaGWZS9H8wJ3mzcMiKC8jBaz9mE=,7f349dbccb3bb7067dd8f80fb1bb3182060ef86c0942ac02a1c3cb150b6b072b
bef6ba74ac2497613d76d11c4272fcdae9ebae14d9cbb2f588213816,383,AOTA,"{""description"":""Be kind. Be honest."",""homepage"":""https://adapools.org/AOTA"",""name"":""AOTA Pool"",""ticker"":""AOTA""}",https://bit.ly/3PRKMf5,X51vhsHZgoRi02RgpaFMntsqQEoxPSyKzZN3pDoHAtg=,aa30d92aab819fdf83291229f3fe4903f7c294d6590f025c20c31d93190f31c2
adcd7949c531c386d933badab62092c02746402412f1f9954518b212,277,AOZR,"{""description"":""AOZORA Stake Pool will contribute to the decentralization of Cardano. / あおぞらプールはカルダノの分散化に貢献させていただきます。"",""homepage"":""https://twitter.com/dBtQBPJE21IyEoI"",""name"":""AOZORA Stake Pool"",""ticker"":""AOZR""}",https://git.io/JcQ1Z,XQbY36oe4oV61c9bDS3RlbeIm7M2VA/cmYrZkycJSOI=,3e4af47b2a9055c403af50e83217e1bb7d085f1aa3631caf025ce5bf8f821d5e
4308d4056a9af42c5d8bd2498a5e2ea215598c6ea5570b6dfbb63570,213,AP050,"{""description"":""ADA Pool Groningen Netherlands"",""homepage"":""https://twitter.com/ADAPool050"",""name"":""ADAPool050"",""ticker"":""AP050""}",https://tinyurl.com/y4codzsd,I2wUPn8gjoWAE8DPgcfRPTdr15qvy9SYIoGe1dZGo7E=,7960f7084fab6b9f07ad908008047c84ba553beec4f0e9a41718ad6c6adc525a
5b6524492e17cf554c620fec9eda55278957bdf869da6da8525fc72e,271,APAYS,"{""description"":""Empowering ADA"",""homepage"":""http://adapays.net"",""name"":""ADA Pays Stake Pool"",""ticker"":""APAYS""}",http://adapays.net/poolmeta.json,CLgJPg3J/dC4SYfb9aDk37V03C3DL9Ae9NG5QC2eTN8=,0f86e1f2c9b9ff9dfce9c87a3dd8d06b6f5a8bb7d414178ba7a1b4212c1b1e0f
3c947f2150c633fcd157b9b0fc42ca45d28bba6d06ca4edda09de568,283,APE,"{""description"":""Support decentralisation and small businesses in the developing world by becoming an ADA ape today! Proud member of the Single Stake Pool Alliance. A mission driven pool aligned with Kiva.org, helping small businesses in developing nations access capital."",""homepage"":""https://www.adaape.com"",""name"":""ADA Ape Pool"",""ticker"":""APE""}",https://ape-pool.s3.af-south-1.amazonaws.com/metadata.json,AOMGbwyTheyi92VzZZUp2pRMF18saf6R/YUIILfS0Os=,90666f8739ebff070ec42b7c6bbce04d77545a5c42dcb50de36a7f9d3224acce
d36086d73f63041ee2ac62af6cecd57fbdeb28c6863f1bc3837292d1,364,APE,"{""description"":""First pool ever"",""homepage"":""http://127.0.0.1"",""name"":""Andrej Pool"",""ticker"":""APE""}",https://tinyurl.com/2s39rx5n,BvLEyWIDqtCahBQK3onMwWP7QcW/Qanm5hGUe146Omw=,89f867010e53d7bce93fa3e27f1f02dac8ac3108ccb761ea618a57b2469e1dd4
538299a358e79a289c8de779f8cd09dd6a6bb286de717d1f744bb357,382,APEX,"{""description"":""APEX Stake Pool: Low fees - 340 Fixed Cost and 1.99% Margin (variable fee). SPO with 25 years of IT experience, developing on Cardano, supporting the Cardano community and the decentralization of Cardano. Delegate to APEX Stake Pool!"",""homepage"":""https://apexpool.info/"",""name"":""Apex Cardano Pool"",""ticker"":""APEX""}",https://apexpool.info/poolMetadata.json,FhnTw1tLHOay7ciEe1DkRlnWy+HxQLrCyPI5fvtczb8=,3a3a3f64a7d3c0c7f2ee5297f9d9e002d8dd8a5d5d9d75221b119a7c5d4c14bf
538299a358e79a289c8de779f8cd09dd6a6bb286de717d1f744bb357,250,APEX,"{""description"":""Apex Cardano Pool"",""homepage"":""https://apex.nextvm.net"",""name"":""ApexPool"",""ticker"":""APEX""}",https://apex.nextvm.net/poolMetaData.json,TIA46OJdGUxPVoXpX5EcNW3BIXr18gN2PTvkG7J1dtQ=,f9cd2a48e4918ae7c1ce33a5a2f430aa110a9525f5d6e0f498295899122e0103
538299a358e79a289c8de779f8cd09dd6a6bb286de717d1f744bb357,316,APEX,"{""description"":""APEX Stake Pool: Low fees - 340 Fixed Cost and 1.99% Margin (variable fee). SPO with 24 years of IT experience, supporting the Cardano community and the decentralization of Cardano. Delegate to APEX Stake Pool!"",""homepage"":""https://apexpool.info/"",""name"":""Apex Cardano Pool"",""ticker"":""APEX""}",https://apexpool.info/poolmetadata.json,guXyl/IUW63XsD8CohX8RHh3LQ3zgY4h42c4vkjMxVw=,2102a0e88bf430a178c7104615066f6749b256eea097157261c15b3c8e60528f
538299a358e79a289c8de779f8cd09dd6a6bb286de717d1f744bb357,298,APEX,"{""description"":""Apex Cardano Pool - 24/7 online, low fees: 340 Fixed Cost and 2% Variable Fee (50% of Variable Fee donated for charity)"",""homepage"":""https://apexpool.info/"",""name"":""Apex Cardano Pool"",""ticker"":""APEX""}",https://apexpool.info/poolMetadata.json,UkfIzAkRqMQ5x7vpJiSNaDT4qPSSFxa4tGdIE+6gl6E=,a466fc433df56a16fcaed08eaa838ff894f515b0705965e75884f6e5cf4b3c5d
538299a358e79a289c8de779f8cd09dd6a6bb286de717d1f744bb357,414,APEX,"{""description"":""APEX Stake Pool: SPO with 24 years of IT experience, supporting the community and the decentralization of Cardano. Delegate to APEX Stake Pool!"",""homepage"":""https://apexpool.info/"",""name"":""Apex Stake Pool"",""ticker"":""APEX""}",https://apexpool.info/poolmetadata.json,7CnNkVtlP6N/9iTtTl3cqp+HNoQlNLSAYjXEcZ6uJo0=,3926978b40301f3c3213e0694eb9e1c3d16584f3d7c2db25342efc5a4c5a5a26
2e3a931ab9fba9dfe38934350134d5ebd30056c800626ddea07bca3c,209,APLUS,"{""description"":""Secure, Stable and Trustworthy, we will always be here for cardano community! Stake with us and maximize your returns!"",""homepage"":""https://ada-pool.webflow.io"",""name"":""AdaPlus"",""ticker"":""APLUS""}",https://tinyurl.com/y4rxnmgk,uVwa7f4o4CzVgyoxjrk7Z62tx3Q9A9SKul3d+nDKwRw=,e85ce80c632483e3afd006ab6bebbe9541a7a6fe70feabc7e96bcb96df5784bf
c6074d596a4d1629304bfd92715ec1677aeb378e4932723616d575f1,214,APOLO,"{""description"":""Argentina and Brasil based stake pool - Growing the Cardano ecosystem in South America"",""homepage"":""https://apolostakepool.com"",""name"":""Apolo Stake Pool"",""ticker"":""APOLO""}",https://raw.githubusercontent.com/apolo88/ac/t/pm.json,fxEzkwa3mtYcDXSe16Dlos43U1Nbu9w9FbMVG67VWaI=,b63b364e414f5a8b85fbf4c707f6d4ead572077dcada595d76e1700b505c4c92
c6074d596a4d1629304bfd92715ec1677aeb378e4932723616d575f1,240,APOLO,"{""description"":""Argentina and Brasil based stake pool - Growing the Cardano ecosystem in South America"",""homepage"":""https://apolostakepool.com"",""name"":""Apolo Stake Pool"",""ticker"":""APOLO""}",https://raw.githubusercontent.com/apolo88/ac/t/pm2.json,cvh51XbGNG0VSNlh+HcWGUE83YUWX6f8jAz+2yxTPEk=,e2290a0f5c1898617cf7bd33ec27448582d6669e976581035161323a159a1a7f
