homepage,resource
...,20117080491
0AAAA.org,1049990974
0pctpools.com,7042232111180
0pool.net,50002035283
0xisla.live,1096524022
1-PCT.com,3029943274874
1337.chiplife.art,5000000
14all.dev,507449333
18.119.65.114/index.html,35500145238
1pc.dev,1101428979764
1pct.net,50779346202
1percentpool.eu,942222395393017
1stcardanostakepoolofindiana.com,3189570742
1wjg.com,20603691
21ada.ca,7191786283602
2Relays1Core.com,0
2six4.com,187233336236
307pool.com,9946820830047
46s.au.ngrok.io,31579642249
4goodstakepool.com,4193573674927
4tun8.tech,1258105200478
5chpool.net,4594542995041
5hare-pool.5pecia1.dev,1057247268
75.119.134.23/index.html,101035421340
7cs.io,8705929
7pool.io,122187823608
7ru3.com,7756105508685
888pool.io,1199764899243
8sqrdpools.com,387619374572
A3CcryptoClub.com,3523598532058
ADA-Kings.com,12811041
ADAMDWST.com,40575972141
ATFFpool.at,149788824376
AVAcsp.com,43549992073
AirAdaPool.com,174314115669
AskCharlesAnything.com,110143494345
AvocPool.com,190865673974
BavarianStakePool.de,1521270172156
BrazilPool.com,436332469
Cardano24.com,4878497377934
CardanoKatet.com,61778310842
CardanoZohar.io,385500629
Child.Help,10000000
CryptoTuts.de,82694336
CryptoroPools.com,571819828251
DougDo.github.io/AdaPies,1420195170
EnactPool.com,408419557305
EpochStakePool.com,3413238626568
EsquireAutos.ca,2197033763
GigaX.io,1296794903
HKBeyondr.io,68595405336
Hedgespool.com,2006069707000
InvestPool800nlb.com,3003138117
LaurenOCrypto.com,33567014730
LoneStarStaking.net,1055599729
MintMatrix.io,765901927
NoCentralAuthority.com,3986042120189
OasisPool.io,14651014239740
PatriotsPool.com,1664730196354
PeterPanPool.com,5172040913
PhoenixCardanoStaking.com,245627080283
Platinum-Pool.com,8034345666
Pool.Bio,19030057086376
StakeMyADA.net,4195966444995
StakeWithPride.com,2790453341378
TexasStakeHouse.com,700563379308
TheHappyHamsters.com,31036749685
TheMorphium.io,215244489695
Voltairera.com,33228907117253
WinePool.io,726584414300
aada.finance,4954181523350
aaron-pool.site,257248304
aastakepool.com,9964457239206
abba-staking.com,3897407068
abbacadabba.com,389420415
abcstake.com,15906821935833
abepool.org,74344009
abobolaispool.com,59437233319
ace.tokendynamics.net,186797117058
acidpools.com,50545481382
acim.org/acim/preface/what-it-says/en/s/43?wid=toc,4731701202
acornpool.net,5709568643
actpool.io,2865366404616
ada-bp.com,9471895
ada-cadabra.com,246943644641
ada-candy-stakepool.com,3706352055461
ada-connect.com,21349378322
ada-czech.org,58068837887
ada-darkpool.com,310644569832
ada-dream-pool.webflow.io,1688197
ada-india.com,407405934
ada-infinitum.github.io,4500923286
ada-pool.cloud,32008323702
ada-pool.s3-website-us-east-1.amazonaws.com,5647630894
ada-quest.com,554491239928
ada-sauna.net,12456038565
ada-sirpool.com,603584234
ada-stake.com,55611705396550
ada-staking.fr,51581598814642
ada-swag.com,14939771357679
ada-swing.net,3332938469104
ada-thailand.com,470023456859
ada.4its.ru,1135187610
ada.CountessOfLovelace.io,3401254391214
ada.bestpool.pro,106115657
ada.evolhumans.com,1100651404
ada.ibexpool.com,19796065888516
ada.markets,290649208183
ada.poligram.de,3595835150098
ada.stakingkakis.com,127219946453
ada.taufinrusli.com,13761114393
ada.tdot.finance,81699260034
ada.vegas,3176179321178
ada.vnpips.com,45394174205
ada.wefin.vn,26381151719
ada.xsec.es,162465407937
ada.zone,11752072034022
ada180.com,483469339671
ada247.net,196918726939
ada4.io/soil,6877147831
ada4good.com,4409575667678
ada4science.com,109162320059
ada63pool.com,14150207839978
ada9000.io,36925700053
adaafrica.dittrex.com,2647043882
adaalphapool.com,19668149689927
adaape.com,8763688880771
adaberrypi.com,51998023922
adablue.io,166142968062
adabreathes.com,5253006408041
adabyte.io,6940521419
adacanw.com,4095742493
adacapital.io,75327330908
adacardano.cl,31444622619
adacardano.ro,10926400850
adacashpool.com,562993154368
adachain.net,115314991
adacoinpool.com,3100645989
adacoinprofits.com,54036269
adacoinz.com,3360903215960
adacryptopool.com,2977200474484
adacuan.com,215077727
adacucumber.com,2058663290
adadada.club,15368721231674
adadeltapool.com,10450095661
adadogpool.org,806332889206
adafarm.io,3828393824526
adaforwarriors.io,10131632915
adafrog.io,32189637284836
adage.app,32876376166058
adagiopool.com,563775231726
adagir.com,92459995086
adaglobe.com,721842309844
adagogo1.com,1954799104431
adaheartpool.com,718645786433
adahero.com,312222946164
adaholland.eu,26716959503
adaholycs.de,13428907098
adaimpulse.club,198098022
adainground.com,2368719825594
adaio.io,121928187178
adajapan.com,507640398
adakailabs.com,36165216376
adaloop.org,8160143967
adalovelacepool.com,62977722359278
adaly.io,17475604287782
adamantium.online,4436391322379
adaministake.com,105728852263
adamipool.com,26524316812
adamoney.net,1000103615847
adamoon.net,5852488801079
adamountain.com,5010416905
adanaut.com,341959904113
adanet.io,2411766351101
adanorthpool.com,9440081368654
adanz.org,22136816663
adaocean.com,304841315019516
adaocean.com.au,3317102228472
adapilot.com,77379862914735
adapointpool.com,19237030503668
adapolis.io,5363602559064
adapool.at,85139167955
adapool.bananabit.net,288138855876
adapool.hst-soft.de,1293221218
adapool.jed.id.au,609967587899
adapool.mokonet.com,47496436905
adapool.mycoin.group,640522870
adapool.one,7146239118521
adapool.qubitvision.io,103164846
adapool.sisikoin.com,636201471
adapool.ssmu.win,1122820529613
adapooler.com,720825229
adapools.github.io/tsar,29230453774
adapools.org,65108343980
adapools.org/CUTE,4629411463420
adapools.org/VIET,729458181
adapools.org/pool/1ed9bb5ed9e686c0ae6bfbcd8f61f7189b56c77d1ec42eb2b3465323,33030945879
adapop.org,30357023650855
adappt.online,3155065998078
adaprizepool.com,351972467318
adaption.us,7776796903
adaptorpool.loxanet.com,6686591827
adapulse.org,0
adarewards.org,14954223231097
adarockpool.com,12993269928
adasaar.de,212221584
adaseal.eu,4230049056359
adasoar.com,51715125062
adasquirrel.com,111608107778
adasrn.com,17933339465
adastack.net,46119929708406
adastak.com,385113701
adastakeit.io,2015433009
adastaking.co.uk,555415474166
adastaking.eu,2791860932500
adastarnode.com,2102506885459
adastat.net,56004188318407
adastrong.com,46461671014554
adasuisse.io,927114163756
adasurge.com,1340486162
adatlv.com,38795539052
adatradepool.com,10227670856
adatree.io,3614374549945
adatrust.space,864219084273
adattitude.github.io,65214976180
adaufopool.eu,5005087881
adavanz.com,1842102893999
adavault.com,148126819178001
adaverse.com,6872211051952
adavibe.eu,171477666699
adavn.com,1894066550189
adavn.stakings.club,6883257820593
adawallet.io,18629915089658
adawingman.com,1185663711
adawinpool.com,7482528760
adaworld.io,2576409972477
adaxstaking.io,1406264951064
adazoo.com,217472738173
adazulpool.com,685082741691
adela.dev,107709520222
adoptstakepool.com,5051861662366
adpl.swebe.vn,182183849547
aegis.eagle.fish,50248621302
aerea.network,5866027063
aeropool.org,16457026963
aferranc.github.io/yodapool,7892828407
agapepool.ca,1425627379111
agrotcardano.com,1126682983
agua.gratis,54259444255
ahaxu.com,18110004827
ahlnet.nu,181706358577
aichi-stakepool.com,91430659382977
aidapool.com.br,8219170416
aioniospool.com,29501815647
aionpool.pl,2219046229386
aivs-adapool.datamaven.pro,3065883958
akanepool.github.io,541217527698
akibapool.com,15197257247119
akyo.org,5361531661772
alfa-pool.com,2759901668950
alizeb.com,3424974174129
allcardano.com/staking,10097029715
alleycatmining.com,5443882265
alliancestakepools.online,15664680384584
allinonada.net,15045205639
allnodes.com/ada/staking,1609824093630
alpencardano.io,5470545646322
alphastaking.com,1271155798697
alps.kalu.solutions,44554474801986
altzpool.com,1942536207354
amicielettronici.io,1080603138
amishpirate.com,19492881417
amperepool.com,39152879527
amscardanopool.com,809180375199
