homepage,resource
0AAAA.org,65624420650
0pctpools.com,5311954513560
0xdeadbeef.network,314457353907
0xisla.live,22274596009
1-PCT.com,2973520185166
1337.chiplife.art,556314238164
14all.dev,507449333
18.119.65.114/index.html,261245080235
1mate.io,574503408913
1pct.net,50779346202
1percentpool.eu,427137186283078
1stcardanostakepoolofindiana.com,3093744999
1wjg.com,20603691
21ada.ca,15381620452856
2Relays1Core.com,0
2six4.com,193221809425
307pool.com,7389523237978
314pool.com,32808066168
46s.au.ngrok.io,49871659941
4goodstakepool.com,4541645536337
4tun8.tech,1262880551585
5chpool.net,830393264490
5hare-pool.5pecia1.dev,21937925585
75.119.134.23/index.html,1005175300
7cs.io,8705929
7pool.io,143286196633
7ru3.com,6314250200117
888pool.io,1195193415625
8sqrdpools.com,537036528513
9stake.com,1003828731
A3CcryptoClub.com,2600268734239
ADA-Kings.com,12691233
ADAMDWST.com,111055748542
ATFFpool.at,54590351268
AVAcsp.com,53318856321
AirAdaPool.com,193698514848
AskCharlesAnything.com,74658579802
AvocPool.com,232559055578
BavarianStakePool.de,1471407514437
BrazilPool.com,2369930365
Cardano24.com,16555192715294
CardanoADAsaverPool.ca,20116715593
CardanoKatet.com,58425059042
CardanoOnWheels.com,4244393506
CardanoPark.com,2745858844
CardanoZohar.io,385500629
Child.Help,10000000
CryptoTuts.de,67456466
DougDo.github.io/AdaPies,1001425841
DreamCardano.com,218034466085
EnactPool.com,145122795461
EpochStakePool.com,2635263904581
EsquireAutos.ca,2196838386
GOmetalaunch.org,1105537912495
GigaX.io,809142273
HKBeyondr.io,46109093972
Hedgespool.com,1029438709488
InvestPool800nlb.com,183958940
LaurenOCrypto.com,31903152503
LoneStarStaking.net,8763997515
MintMatrix.io,686214024
MooneyMint.com,1116200616279
OasisPool.io,23675140419201
PatriotsPool.com,1712473778982
Platinum-Pool.com,201445511
Pool.Bio,4340779882300
Safestakela.com,19450216293
StakeMyADA.net,3617601230551
StakeWithPride.com,26275218825423
TexasStakeHouse.com,290067549718
TheMorphium.io,14937883180524
Voltairera.com,15076967694790
WinePool.io,350449597334
aada.finance,2689806782678
aaron-pool.site,257248304
aastakepool.com,8141380598143
abba-staking.com,3897407068
abbacadabba.com,489240394
abcstake.com,3019484563380
abepool.org,74344009
ace.tokendynamics.net,8595693051
acidpools.com,53772410571
acim.org/acim/preface/what-it-says/en/s/43?wid=toc,460377578
actpool.io,2854370676990
ada-bp.com,9471895
ada-candy-stakepool.com,1127888431572
ada-connect.com,21986959848
ada-czech.org,38118823932
ada-darkpool.com,230859463873
ada-dream-pool.webflow.io,1688197
ada-india.com,407405934
ada-infinitum.github.io,12450349985
ada-pool.cloud,62675341234
ada-pool.s3-website-us-east-1.amazonaws.com,5647630894
ada-quest.com,767177509011
ada-sauna.net,13384425687
ada-stake.com,26795713718290
ada-staking.fr,36096920112184
ada-swag.com,35715286291100
ada-swing.net,43660555260
ada-thailand.com,203181327727
ada.CountessOfLovelace.io,124186719488
ada.bestpool.pro,106115657
ada.evolhumans.com,1000819149
ada.ibexpool.com,28069714057036
ada.lovelace.center,163755733
ada.markets,2616842811
ada.poligram.de,70888523369
ada.solar,110623414
ada.solutions2stake.com,4821258
ada.stakingkakis.com,144727888233
ada.tdot.finance,260037445012
ada.trik.club,956930582
ada.vegas,6549507878344
ada.vnpips.com,45057803916
ada.xsec.es,4222853972704
ada.zone,6938940585483
ada247.net,208083330250
ada4.io/soil,8436208142
ada4good.com,60411109377627
ada63pool.com,14019398177902
ada9000.io,14455000331240
adaafrica.dittrex.com,2647043882
adaalphapool.com,13845595457702
adaape.com,10068971594463
adaberrypi.com,56478506691
adablue.io,101347971831
adabreathes.com,40128564887962
adacanw.com,6798480582
adacapital.io,147300892537
adacardano.cl,41011852068
adacardano.ro,412383917344
adacashpool.com,589586110249
adachain.net,115314991
adacoinpool.com,3100645989
adacoinprofits.com,54036269
adacoinz.com,3704436702170
adacryptopool.com,2926561183798
adacuan.com,229816828
adacucumber.com,2642662192
adadada.club,823249790005
adadeltapool.com,1951842128
adadogpool.org,1139685404350
adafarm.io,8557557854122
adaforwarriors.io,459533721868
adafrog.io,32416409035695
adage.app,15977745873549
adagir.com,98087954992
adaglobe.com,706317363100
adagogo1.com,131221839221
adaheartpool.com,1269922963329
adahero.com,355286883464
adaholycs.de,5608693141
adaimpulse.club,30507086975
adainground.com,2321702071544
adaio.io,116183825541
adajapan.com,507640398
adakailabs.com,36164610929
adaloop.org,5324601916278
adalot.de,1299067907
adalovelacepool.com,66402097557964
adaly.io,2952406487238
adamantium.online,2327545974590
adamill.io,6627356696
adamipool.com,13077141084
adamoney.net,1084177561712
adamoon.net,37308152074721
adamountain.com,5009060140
adanaut.com,356151282455
adanet.io,2644338675180
adanorthpool.com,4509491934882
adaocean.com,242124783656679
adaocean.com.au,4393178823876
adaooo.com,175399647
adaperks.com,120269983906
adapilot.com,78648702269767
adapointpool.com,19635019529633
adapolis.io,4121899897301
adapool-europe.com,9662372729
adapool.at,168045749595
adapool.bananabit.net,295995505802
adapool.hst-soft.de,12339719596
adapool.jed.id.au,12541506600
adapool.mokonet.com,21424256827
adapool.one,15785380666722
adapool.qubitvision.io,103164846
adapool.ssmu.win,896620115820
adapooler.com,720825229
adapools.org,2042714026
adapools.org/AMZ1,12298905196307
adapools.org/CUTE,68393972790
adapools.org/VIET,5471242262
adapools.org/pool/1ed9bb5ed9e686c0ae6bfbcd8f61f7189b56c77d1ec42eb2b3465323,123842465956
adapools.org/pool/4fe880d45cd6170400e70adc79591d8562cbfee07e25e506422da0d7,1601891255648
adapools.org/pool/726f46e3179898154ef9cfbd0fdf5f0bf70b53aabcbc642f05e8b3d7,1949433443
adapools.tech/henry,10000033939
adapop.org,32423801726100
adappt.online,2273960332807
adaprizepool.com,31078354887
adaption.us,36264908
adapulse.org,0
adapunkz.io/pool,137560567499
adarewards.org,280389765741
adarockpool.com,3952825583
adasaar.de,212221584
adaseal.eu,2385718962950
adasquirrel.com,163089970723
adasrn.com,22267807963
adastack.net,26407561119701
adastakeit.io,2015433009
adastaking.co.uk,1163032598331
adastaking.eu,2860305327479
adastarnode.com,1475061000504
adastat.net,68454699693720
adastrong.com,36956911124651
adasuisse.io,917579582638
adasurge.com,1340486162
adatlv.com,35245729
adatradepool.com,42329434478
adatree.io,5511684959882
adatrust.space,361507602118
adattitude.github.io,48065034921
adautism.io,57495042150
adavanz.com,1925522613258
adavault.com,164162015877164
adaverse.com,2465915008148
adavibe.eu,150940106654
adavn.com,2201505431008
adavn.stakings.club,4925876143267
adawallet.io,1390892116131
adawingman.com,1185663711
adawinpool.com,274557374
adaxstaking.io,411137964278
adayield.io,213121243027
adazoo.com,187756119289
adazulpool.com,569596679869
addigital.de,12028817832
adela.dev,125524159274
adoptstakepool.com,4580252585054
adpl.swebe.vn,187160214982
aegis.eagle.fish,50522757124
aerea.network,5866027063
aeropool.org,21636524007
agapepool.ca,1221787177471
agrotcardano.com,1300625698
agua.gratis,59368439617
aichi-stakepool.com,81978078355507
aidapool.com.br,8226661493
aioniospool.com,27883075358
aionpool.pl,999369559095
airecardano.com,6940859712
aivs-adapool.datamaven.pro,100777362
akanepool.github.io,560848321587
akibapool.com,35169697494
akyo.org,4203654133333
alfa-pool.com,548472897878
algopool.io,57829010840
alizeb.com,700708989121
allcardano.com/staking,10097029715
allcha.in,216945335961
alleycatmining.com,7682112638
alliancestakepools.online,2061291355357
allinonada.net,15104024701
allnodes.com/ada/staking,2029595145642
alpencardano.io,308048982734
alphastaking.com,1079430817547
alps.kalu.solutions,21750257048433
altopool.com,40944262987
altzpool.com,2197974860113
amantis.club,33991358589
ambassadors-guild.io,3904242782
amicielettronici.io,1075435349
amscardanopool.com,294673790859
amsterdamnode.com,686549947368
anadapool.site,13476420368
anchorofhopepool.com,39629573677
anejopool.com,1278661321598
anetabtc.io,63303490772647
anewpool.io,282022781838
anfra.io,223765275985
angelstakepool.net,44811774248414
angkorwatstakepool.net,605129044566
animation.com/cardanostakepool,1289739304197
animepool.moe,513635621
ankerpool.com,96794849
antrixy.github.io,45915342982
anzpool.com,261847056530
apexpool.info,17709666517116
apnadb.com,1831459395
apolostakepool.com,2571861564919
appy.network,2823411
aquapool.io,1135210567847
arare.io,7263758240
arcadiastakepool.com,6969746248574
argyroscrypto.com,523887727660
arigatopool.com,2527598125
arka.techcallidus.com,10854228146
arkanopool.wordpress.com,3394312255
armada-alliance.com/stake-pools,8888112162
armadacardano.io,933770033350
armadastakepool.com,1449780143066
armadillo-pool.org,3218219206
armfunds.org,5879394
armyofspies.io,16237677921016
arrapool.io,17710871716419
arrk.live,196042712197
artano.io,624265447780
artemisone.org,136644068
arthurjgoldman.com,136628694872
artzstakepool.com,2964012901168
arubastakepool.com,174968922
arve-adastakepool.net,350501298
assetstakepool.wixsite.com/asset,1706684919795
astarter.io,8301267185
astra-pool.com,20974054805092
atagopool.com,1854270
atlasstakepool.com,56408144778196
atlazkoin.com/adapool,1000833986
atmpool.io,265763106845
atocatl.github.io,784742885
atomicwallet.io,114559670090720
ausstaker.com.au,1325529522895
autostake.net,69893266056426
avenepool.com,51939016516
axnstakepool.co.za,1418226569
ayame3.com,6772714407983
aymanstake.com,14769977430
az5.io,1557142832717
azeroth.xyz,30307301757
aztecstaking.com,2530930913728
azureada.com,128390423755669
azureada.com/azdfm,18573708419588
babbageblockchain.com,17027458846152
babylonpool.com,420082031
backtheblockchain.org/cardano-staking,14798484490
bakon.dev,85238055725
bakrypt.io,12261212502
balanceanalytics.io,54147346132
bamboo-pool.com,12562289414
bancpool.com,11355650759584
banderini.net,28441858508840
bandsonchain.com,1007620730
bankpool.io,23157633518
barackobama.com,2002122508
bardoproductions.com/bardo-pool-1,1822883
battleborgz.com,26379968365
battlewits.com,507617122
bbhmm.net,1534982955959
beadapool.com,31360194837
beaver-stake-pool.net,5911407904461
bedrockstaking.com,618734867580
beehiveadapool.github.io/CardanoStaking,608745062
beerpool.io,221019719
begin.is,23563157617
begoodpool.com,45940803253
behemothpool.com,23067291983
bekindstakepools.online,1393432984057
berchpool.com,465913474218
best-pool.net,332029315538
betterstake.com,139770802
biceppool.com,117552187229
bigroi.club/#/bigroistakepool,0
bikestake.com,470159801791
binance.com,2768452807038565
bishnoicardanopool.org,507449373
bisoncoin.io,2473673763247
bit.ly/3cRZRen,88481286979
bit.ly/3fQLy8y,9504168139350
bit.ly/CryptoNOBES,134408534534
bitapool.wixsite.com/bita,25385521276134
bitboycrypto.com,3490708475752
bitcat365.com,213348180706
bitcoinsuisse.com,37967927887055
bitdax.io/senti,23760306102
bitfindpools.com,23613933
bitlamp.ch,13519993817
bitpoint.co.jp,59776310155812
bitpullstake.com,1571455502
bitstall.net,0
bitterbalpool.nl,82361790007
blackboxpool.io,146829892331
blackhengeinv.github.io/RedPandaPool,1142039902681
blackrocket.space,72572466192
blackstarpool.com,13497137870644
bladepool.com,63021778999375
bliss-pool.net,3511965421528
blistering.io,132003633137
blockademia.com,1431881417916
blockchainlens.org,4545542585296
blockchainpilots.io,134579519652
blockdaemon.com,102192186490220
blockinvestmentgroup.com,993864249734
blocknroll101.github.io,806813293060
blockops.zone,14421720080780
blockproducer.io,230791041824
blocksandclouds.com,1683028834059
blocksensus.io,701407805
blockspaces.io,76745112003
blockswell.com,2415642212122
blocpool.com,328200554080
blog.naver.com/shsfse/222301957216,1338969238
blokchef.com,812165326
bloompool.io,194756528810317
bloxbean.com,1252238506220
bluecheesestakehouse.com,125694155311596
bluehares.com,34869557275
blueocean.sg,1066006014722
blueskystaking.com,551874154528
bmpool.online,15051604679
boba-pool.com,2095685731523
boerig.com,1664759860
boladacardano.com.br,37380400586
bonafideada.com,6135758384905
boricua-staking.com,3623122723
bourbonx.io,4936926613311
boxedcloud.net,297427861
braveheartstakepool.com,1038168324016
bravostakepool.nl,61279959738606
breizhstakepool.io,139815059423
brewclub.io,167145306339
bridgebuilders.io,3641991492
brighterelectronicstaketechnology.com,11318587507
brisnode-cardano.org,15477340623
brokenboxsanctuary.com,30477971
bropool.club,0
brothershipool.org,50621963950418
bspdefi.com,4285460124
btcs.com,520299423
bulbpool.com,10132954278
bulletproofinvestingclub.com/index.html,2416779098130
bunniesrock.io,5000000
burns.bardels.me,16939984717
butt.lol,3271096986723
butterfly.today,342417653
butterflystake.com,0
bytepools.io,12561105459
cactus-stakepool.github.io,7426233
cadenspool.com,12121163249
cairnz.com,502624954
calvagroup.net,2533140317
canadastakes.ca,15336059720967
candlestake.com,203546070523
capitalstakepool.info,4162245129028
carbonarapool.wixsite.com/carbonara,161546316654
carbonpool.org,2653379417
cardabros.com,456823901339
cardalonia.io,76689670198
cardan.io,923426651669
cardanaut.com,9596375556
cardaners.com,31766744570
cardanesia.com,48777324002172
cardania.com,4180291310476
cardaniano.com,6742424043
cardanians.io,181333861357642
cardanify.com,75614600098
cardanions.github.io,92649909386
cardanistas.io,16847006363038
cardano-ada-staking-pool.com,16663622919255
cardano-ada.info,1766220128
cardano-aden.com,1064037919370
cardano-blockhouse.de,491242781035
cardano-education.com,7230016156546
cardano-israel.com,2791912604746
cardano-pool.eu,8242499553643
cardano-republic.com,1836146189491
cardano-stake-pool-cologne.com,17610500918
cardano-stake-pool.online,6235559617
cardano-stakepool-aid.amebaownd.com,1447286069885
cardano-staking-pool.cms.ubx.ph,28389036387106
cardano-staking.ch,1559610465351
cardano-swiss.ch,0
cardano-thailand.com,8831684896034
cardano-tools.io/europool,93912853849
cardano-universe.com,1048011057173
cardano-us-east-1.tradecartel.net,18282446158
cardano.afterschoollabs.io,333414923104
cardano.amsterdam,2222759147592
cardano.best,0
cardano.com.vn,4441969883
cardano.creativedock.cloud,2568212709
cardano.dantup.com,76023470893
cardano.fans,37354949663040
cardano.garden,16424855969
cardano.gothardt.dk,0
cardano.gratis,827485882
cardano.hairystakingpool.com,13655019142
cardano.ich-war-hier.de,812198763563
cardano.ipclub29.com,56797683203134
cardano.kleap.co,3949541197
cardano.netspectrum.com:3002,179023921070
cardano.org,1090909587
cardano.org/stake-pool-delegation,157211288553
cardano.sargatxet.cloud,22771789545852
cardano.schroeffu.ch,956643522
cardano.sd-net.org,30484237923
cardano.securestaking.io,196140083996946
cardano.stakepools.info,10001220168250
cardano.stakercove.io,229854147978
cardano.subnote.io,1501200000
cardano.turingpool.io,53591853138
cardano.ubqt-splice.com,527348722879
cardano.validators.i2r.tech,444287597
cardano.veo.link,18226328644
cardano.weebl.me,67605341871
cardano01.corehounds.com,0
cardano420.com,892332604400
cardanoa1steak.com,2105657763
cardanoadapool.wixsite.com/pvtstakepool,93758839148
cardanoaim.io,57253112567
cardanoaldia.com,2928142568970
cardanoample.com,0
cardanoatstake.com,7081947124106
cardanobits.art,16111862720
cardanoblockchain.fr/staking,84726346426
cardanocafe.org,53452306119319
cardanocanada.org,2191124289633
cardanocanucks.com,9714666504491
cardanocenter.pl,36482436773
cardanochinese.site,24412631534
cardanocookies.net,229374109
cardanocult.com,68221866068948
cardanode.com.au,61132092222624
cardanode.io,115525525302215
cardanodo.com,144186598602
cardanoeagle.com/ada-pool,4545235445561
cardanoforge.io,82180722656
cardanohub.net,279418018795
cardanoin.africa,6609745067
cardanokitty.com,9485575516
cardanoland.com,96970601721981
cardanolatino.com/cardanoenglish/Latino-Staking-Pool-Eng,3107786484847
cardanomapleleaf.ca,859736969
cardanomint.com,3474116816545
cardanonodes.com,528507971
cardanopool-germany.de,9745631095
cardanopool.ccas.vn,4526213942
cardanopool.es,205967127836
cardanopool.xyz,1292877883099
cardanopotato.com,3031893987
cardanoproxy.com,1029135780689
cardanopub.io,38513430
cardanoreserve.com,14418209812758
cardanoromania.ro,79031481932
cardanorpool.wordpress.com/5-2,197125746
cardanorules.github.io/ada,1065433031424
cardanoscan.io,30538188621249
cardanosharp.com,15906710498887
cardanosimple.com,561645229
cardanostake.de,0
cardanostake.io,515521405554
cardanostakepoolmx.com,0
cardanostakepoolops.github.io,5893313
cardanostaking.live,57548997
cardanostakingpool.com,1580140029448
cardanosuisse.com,8922667954152
cardanosushi.com,87568221008
cardanotec.com,64650064743
cardanotech.io,2419769990761
cardanoturkiye.org,109645637458
cardanoverve.com,503725382
cardanowave.com,4040553687
cardanowithpaul.com,82011620542355
cardanox.info,266655588749
cardanus.net,23407797211
cardapool.com,853925039709
cardaspians.io,2917367675952
cardax.io,681248491783
cardenpool.org,314887583329
cardino-ada.netlify.app,15274391566292
cardinos.io/stake,128627060504
