homepage,resource
0AAAA.org,15234805859982
0pctpools.com,5304246429248
0xdeadbeef.network,165497454486
0xisla.live,31575308181
1-PCT.com,2950395074153
1337.chiplife.art,555618455072
14all.dev,507449333
18.119.65.114/index.html,261946999410
1mate.io,361783598444
1pct.net,50779346202
1percentpool.eu,380992998500917
1stcardanostakepoolofindiana.com,3093744999
1wjg.com,20603691
21ada.ca,15513758797397
2Relays1Core.com,0
2six4.com,206620467437
307pool.com,7427262510823
314pool.com,2118346315413
46s.au.ngrok.io,29412613780
4goodstakepool.com,4564375481059
4tun8.tech,1266700827397
5chpool.net,1273975133839
5hare-pool.5pecia1.dev,21937925585
75.119.134.23/index.html,1005175300
7cs.io,8705929
7pool.io,150243377388
7ru3.com,6394027644599
888pool.io,1196080698884
8sqrdpools.com,578503653533
A3CcryptoClub.com,3019324824500
ADA-Kings.com,12691233
ADAMDWST.com,111959357894
ATFFpool.at,2105483955463
AVAcsp.com,74704528709
AirAdaPool.com,43719434482
AskCharlesAnything.com,71077308232
AvocPool.com,233717876861
BavarianStakePool.de,1056560132036
BrazilPool.com,2683750655
Cardano24.com,16396168801687
CardanoADAsaverPool.ca,500000000
CardanoKatet.com,58425059042
CardanoOnWheels.com,913932264
CardanoPark.com,2745858844
CardanoZohar.io,385500629
Child.Help,10000000
CryptoTuts.de,67456466
DougDo.github.io/AdaPies,1001425841
DreamCardano.com,240052263408
EnactPool.com,144101196197
EpochStakePool.com,17401796572049
EsquireAutos.ca,2196838386
GOmetalaunch.org,1104233736678
GigaX.io,809142273
HKBeyondr.io,45958926007
Hedgespool.com,1326838808096
InvestPool800nlb.com,864052439
LaurenOCrypto.com,34586042503
LoneStarStaking.net,21715094197
MintMatrix.io,662918924
MooneyMint.com,3960334682
OasisPool.io,27177136531166
PatriotsPool.com,1703400253849
Platinum-Pool.com,201445511
Pool.Bio,3715864271833
Safestakela.com,19353990550
StakeMyADA.net,3633687621928
StakeWithPride.com,37058275515270
TexasStakeHouse.com,286288749675
TheMorphium.io,256034376356
Voltairera.com,13813009696147
WinePool.io,350458023845
aada.finance,2764855416736
aaron-pool.site,257248304
aastakepool.com,8129026624161
abba-staking.com,3897407068
abbacadabba.com,489240394
abcstake.com,1404158839282
abepool.org,74344009
able-pool.io,22365245677
ace.tokendynamics.net,8595693051
acim.org/acim/preface/what-it-says/en/s/43?wid=toc,460377578
actpool.io,2515205337348
ada-anvil.io,215902989605
ada-bp.com,9471895
ada-candy-stakepool.com,1124881872048
ada-connect.com,22980855237
ada-czech.org,116097215195
ada-darkpool.com,228930190559
ada-dream-pool.webflow.io,1688197
ada-india.com,407405934
ada-infinitum.github.io,12450349985
ada-pool.cloud,81193366164
ada-pool.s3-website-us-east-1.amazonaws.com,5647630894
ada-quest.com,741827017479
ada-sauna.net,13384425687
ada-stake.com,23660224458651
ada-staking.fr,34303227783210
ada-swag.com,20611277114383
ada-swing.net,44560306338
ada-thailand.com,197609867833
ada.CountessOfLovelace.io,111531744664
ada.bestpool.pro,106115657
ada.evolhumans.com,1000819149
ada.ibexpool.com,28143718118386
ada.lovelace.center,163755733
ada.markets,2602438876
ada.poligram.de,70888523369
ada.solar,110623414
ada.solutions2stake.com,8639608488
ada.stakingkakis.com,145964061278
ada.tdot.finance,259637276695
ada.thenorthminer.com,6819786475
ada.trik.club,956930582
ada.vegas,6988611272092
ada.vnpips.com,45057803916
ada.xsec.es,4244456207935
ada.zone,5520640591215
ada247.net,208380151918
ada4.io/soil,8448263676
ada4good.com,54861060797268
ada63pool.com,13950533664492
ada9000.io,14780076720753
adaafrica.dittrex.com,2647043882
adaalphapool.com,15471015042845
adaape.com,9043597923057
adaberrypi.com,56636919823
adablue.io,83051593138
adabreathes.com,36637783899935
adacanw.com,6798480582
adacapital.io,243883662705
adacardano.cl,41011852068
adacardano.ro,415228649192
adacashpool.com,565896557244
adachain.net,115314991
adacoinpool.com,3100645989
adacoinprofits.com,54036269
adacoinz.com,3678604860066
adacryptopool.com,2940076405420
adacuan.com,227959910
adacucumber.com,2642662192
adadada.club,823848535295
adadeltapool.com,3058460098
adadogpool.org,1145809716378
adafarm.io,8077374581946
adaforwarriors.io,467537021787
adafrog.io,30139538237438
adage.app,16599126382101
adagir.com,74693125811
adaglobe.com,723295054925
adagogo1.com,127385566447
adaheartpool.com,18998987288033
adahero.com,364777682598
adaholycs.de,5608693141
adaimpulse.club,31418201435
adainground.com,2324715917453
adajapan.com,507640398
adakailabs.com,36164610929
adaloop.org,5453380327590
adalot.de,117621214
adalovelacepool.com,68609836706174
adaly.io,2855078260262
adamantium.online,2989589517958
adamill.io,6627356696
adamipool.com,122268349687
adamoney.net,1037232716699
adamoon.net,33987012532508
adamountain.com,5009060140
adanaut.com,360911488235
adanet.io,2709659651369
adanorthpool.com,4549611988248
adaocean.com,227842743164652
adaocean.com.au,4437378306266
adaooo.com,175399647
adaperks.com,52955971828
adapilot.com,79585985619907
adapointpool.com,19192485149856
adapolis.io,4098143362165
adapool-europe.com,10151422344
adapool.at,169565471479
adapool.bananabit.net,297220394480
adapool.hst-soft.de,20062916034
adapool.jed.id.au,10590161165
adapool.mokonet.com,24923956827
adapool.one,14779478913255
adapool.qubitvision.io,103164846
adapool.ssmu.win,899617623347
adapooler.com,720825229
adapools.org,2042714026
adapools.org/AMZ1,13611911978536
adapools.org/CUTE,67220899816
adapools.org/VIET,16163841764
adapools.org/pool/1ed9bb5ed9e686c0ae6bfbcd8f61f7189b56c77d1ec42eb2b3465323,123800800290
adapools.org/pool/4fe880d45cd6170400e70adc79591d8562cbfee07e25e506422da0d7,1614449125040
adapools.org/pool/726f46e3179898154ef9cfbd0fdf5f0bf70b53aabcbc642f05e8b3d7,176223471432
adapools.tech/henry,10000033939
adapop.org,32502314730392
adappt.online,2305814525995
adaprizepool.com,31078354887
adaption.us,36264908
adapulse.org,0
adapunkz.io/pool,143243958622
adarewards.org,289376761396
adarockpool.com,3952825583
adasaar.de,212221584
adaseal.eu,2640592380694
adasquirrel.com,1847978712880
adasrn.com,32739815909
adastack.net,22218789459768
adastakeit.io,2015433009
adastaking.co.uk,2419566878376
adastaking.eu,2473893849553
adastarnode.com,2850827606359
adastat.net,62173207357762
adastrium.io,15529347644
adastrong.com,36806710738164
adasuisse.io,922034742768
adasurge.com,1340486162
adatlv.com,35245729
adatradepool.com,42329434478
adatree.io,5156736573523
adatrust.space,380586595668
adautism.io,87618945538
adavanz.com,2865588179827
adavault.com,165178105756096
adaverse.com,2568675727638
adavibe.eu,149783746355
adavn.com,2354444850072
adavn.stakings.club,3291990655191
adawallet.io,1456387826360
adawingman.com,1185663711
adawinpool.com,274557374
adaxstaking.io,433145241921
adayield.io,241273172358
adazoo.com,168397068562
adazulpool.com,121063469177
adela.dev,121123601879
adoptstakepool.com,4456930793483
adpl.swebe.vn,190770904167
aegis.eagle.fish,51113662237
aerea.network,5866027063
aeropool.org,21636524007
agapepool.ca,1184002850904
agrotcardano.com,1283457381
agua.gratis,60783547089
aichi-stakepool.com,89204477061320
aidapool.com.br,8226661493
aioniospool.com,27883075358
aionpool.pl,866768187974
airecardano.com,6940859712
aivs-adapool.datamaven.pro,100777362
akanepool.github.io,563917343109
akyo.org,3778752573595
alfa-pool.com,542338094904
algopool.io,18265141765
alizeb.com,733963119802
allcardano.com/staking,10097029715
allcha.in,218172641056
alleycatmining.com,7616341841
alliancestakepools.online,233815600873
allinonada.net,15104024701
allnodes.com/ada/staking,2496732647411
alpencardano.io,295965669468
alphastaking.com,1058211760824
alps.kalu.solutions,21329969812874
altopool.com,40046582053
altzpool.com,2162256070561
amantis.club,26342239493
ambassadors-guild.io,3902617034
amicielettronici.io,1075435349
amscardanopool.com,348393779295
amsterdamnode.com,648272485263
anadapool.site,9177836277
anchorofhopepool.com,39629368620
anejopool.com,1182666724837
anetabtc.io,17898020189423
anewpool.io,504211255194
anfra.io,228920049798
angelstakepool.net,57404945722758
angkorwatstakepool.net,582772064946
animation.com/cardanostakepool,1243492401235
animepool.moe,513635621
ankerpool.com,96794849
antrixy.github.io,61248210928
anzpool.com,263125735487
apexpool.info,3800678833185
apnadb.com,1831459395
apolostakepool.com,2388746622599
appy.network,2823411
aquapool.io,1152850779283
arare.io,7676587167
arcadiastakepool.com,6492316608806
argyroscrypto.com,12889265350
arigatopool.com,2527598125
arka.techcallidus.com,10854228146
arkanopool.wordpress.com,3544055539
armada-alliance.co,5403305460
armada-alliance.com/stake-pools,8884069471
armadacardano.io,828742220955
armadastakepool.com,1090365213890
armadillo-pool.org,5247193342
armfunds.org,5879394
armyofspies.io,35004392827372
arrapool.io,3317602282358
arrk.live,200225931869
artano.io,608155377924
artemisone.org,136644068
arthurjgoldman.com,364838256435
artzstakepool.com,2965837266188
arubastakepool.com,174968922
arve-adastakepool.net,350501298
assetstakepool.wixsite.com/asset,1600231300221
astarter.io,4948680889684
astra-pool.com,23435840541234
atagopool.com,1854270
atlasstakepool.com,50434569072978
atlazkoin.com/adapool,1000833986
atmpool.io,258736267884
atocatl.github.io,784742885
atomicwallet.io,114099894562186
ausstaker.com.au,1315905117557
autostake.net,67633089249498
avenepool.com,47124145010
axnstakepool.co.za,1225476949
ayame3.com,6775585159656
aymanstake.com,18434320300
az5.io,1562046292130
azeroth.xyz,30307301757
aztecstaking.com,2020798993814
azureada.com,126742585778344
azureada.com/azdfm,20356885766097
babbageblockchain.com,4311738088799
babylonpool.com,420082031
backtheblockchain.org/cardano-staking,14792153535
bakon.dev,94058914083
bakrypt.io,11813449018
balanceanalytics.io,54247346132
bamboo-pool.com,12562289414
bancpool.com,11428360788560
banderini.net,26981373544347
bandsonchain.com,1007620730
bankpool.io,23157633518
barackobama.com,1288682179
bardoproductions.com/bardo-pool-1,1822883
battleborgz.com,14816007320
battlewits.com,507617122
bbhmm.net,1512968592572
beadapool.com,25117073565
beaver-stake-pool.net,5191253654899
bedrockstaking.com,102112520128
beehiveadapool.github.io/CardanoStaking,608745062
beerpool.io,248499132
begin.is,23580798141
begoodpool.com,44540614916
behemothpool.com,28746652487
bekindstakepools.online,1149951505127
berchpool.com,471479248635
best-pool.net,341907862911
bestadapool.com,31446742601
bestpoolever.com,870323525998
betterstake.com,139770802
biceppool.com,120268371647
bigroi.club/#/bigroistakepool,0
bikestake.com,459944124932
binance.com,2743743361702023
bishnoicardanopool.org,507449373
bisoncoin.io,1110801813428
bit.ly/3cRZRen,687631131280
bit.ly/3fQLy8y,12346360946452
bit.ly/CryptoNOBES,123597361286
bitapool.wixsite.com/bita,22940950735123
bitboycrypto.com,3593238226246
bitcat365.com,192458969727
bitcoinsuisse.com,37834482398825
bitdax.io/senti,23760306102
bitfindpools.com,23613933
bitfins.io,29201950567
bitlamp.ch,9922132168
bitpoint.co.jp,64172157882419
bitpullstake.com,1571455502
bitstall.net,0
bitterbalpool.nl,98795617986
blackboxpool.io,145103672053
blackhengeinv.github.io/RedPandaPool,1150003198237
blackrocket.space,72496863012
blackstarpool.com,12078013915245
bladepool.com,63324876114294
bliss-pool.net,16568607102848
blistering.io,152159738564
blockademia.com,1439430222289
blockchainlens.org,4341058270022
blockchainpilots.io,56808286887
